version,niveau,classe,discipline,editeur,code,nom,nbpage,codeprof,,
eleve,lycee,terminale,maths,belin,terminale/mathematiques-terminale,Calculs d'aires - Manuel numérique max Belin ,224,,,
eleve,lycee,terminale,Physique-chimie,belin,terminale/physique_chimie-terminale,Décrire un mouvement - Manuel numérique max Belin ,544,,,
eleve,lycee,terminale,Enseignement-scientifique,belin,terminale/enseignement_scientifique-terminale,,342,,,
eleve,lycee,terminale,svt,belin,terminale/svt-terminale,Enseignement scientifique Tle ,549,,,
,,,,,,,,,,
eleve,,4e,Français,lelivrescolaire,37973885,Français 4e - 2022 Collection 2022 ,382,,,
eleve,,4e,Français,lelivrescolaire,51568804,Français 4e - Cahier d’exercices - 2022 Collection 2022 ,127,,,
eleve,,3e,Français,lelivrescolaire,52309611,Français 3e - 2021 Collection 2021 ,398,,,
eleve,,3e,Français,lelivrescolaire,52307097,Français 3e - Cahier d’exercices - 2021 Collection 2021 ,140,,,
eleve,,6e,Français,lelivrescolaire,52313113,Français 6e Collection 2016 ,347,,,
eleve,,5e,Français,lelivrescolaire,52312584,Français 5e Collection 2016 ,360,,,
eleve,,5e,Français,lelivrescolaire,55472533,Français 5e - Cahier d’exercices Collection 2016 ,124,,,
eleve,,cycle ,Français,lelivrescolaire,62914433,Nouvelles réalistes et fantastiques Collection 2023 ,220,,,
eleve,,4e,Français,lelivrescolaire,52312111,Français 4e  Collection 2016 ,377,,,
eleve,,4e,Français,lelivrescolaire,55472601,Français 4e - Cahier d’exercices Collection 2016 ,334,,,
eleve,,3e,Français,lelivrescolaire,52311413,Français 3e Collection 2016 ,393,,,
eleve,,3e,Français,lelivrescolaire,55472205,Français 3e - Cahier d’exercices Collection 2016 ,140,,,
eleve,,cycle ,Français,lelivrescolaire,55472382,Cyclades Collection 2016 ,501,,,
eleve,,2nd,Français,lelivrescolaire,48883890,Français 2de Collection 2019 ,588,,,
eleve,,1ere,Français,lelivrescolaire,62914675,Cahier de Douai Collection 2023 ,136,,,
eleve,,1ere,Français,lelivrescolaire,48881692,Français 1re Collection 2021 ,412,,,
eleve,,1ere,Français,lelivrescolaire,49696538,Olympe de Gouges - Déclaration des droits de la femme et de la citoyenne Collection 2021 ,177,,,
eleve,,2nd,Français,lelivrescolaire,56405900,Français 2de Bac Pro Collection 2023 ,156,,,
eleve,,1ere,Français,lelivrescolaire,56294921,Français 1re Bac Pro Collection 2021 ,158,,,
eleve,,terminale,Français,lelivrescolaire,56295027,Français Terminale Bac Pro Collection 2021 ,172,,,
eleve,,6e,Histoire-Géographie-EMC,lelivrescolaire,37973100,Histoire-Géographie-EMC 6e - 2022 Collection 2022 ,334,,,
eleve,,6e,Histoire-Géographie-EMC,lelivrescolaire,51571168,Histoire-Géographie-EMC 6e - Cahier d'exercices - 2022 Collection 2022 ,110,,,
eleve,,3e,Histoire-Géographie-EMC,lelivrescolaire,52310000,Histoire-Géographie-EMC 3e - 2021 Collection 2021 ,443,,,
eleve,,3e,Histoire-Géographie-EMC,lelivrescolaire,52309314,Histoire-Géographie-EMC 3e - Cahier d’activités - 2021 ,112,,,
eleve,,6e,Histoire-Géographie-EMC,lelivrescolaire,52314643,Histoire-Géographie-EMC 6e Collection 2016 ,331,,,
eleve,,5e,Histoire-Géographie-EMC,lelivrescolaire,52314011,Histoire-Géographie-EMC 5e Collection 2016 ,331,,,
eleve,,4e,Histoire-Géographie-EMC,lelivrescolaire,52313829,Histoire-Géographie-EMC 4e Collection 2016 ,362,,,
eleve,,3e,Histoire-Géographie-EMC,lelivrescolaire,52313030,Histoire-Géographie-EMC 3e Collection 2016 ,443,,,
eleve,,2nd,géographie,lelivrescolaire,46838368,Géographie 2de Collection 2019 ,314,,,
eleve,,2nd,Histoire,lelivrescolaire,46838702,Histoire 2de Collection 2019 ,324,,,
eleve,,2nd,Histoire-Géographie-EMC,lelivrescolaire,53512398,Histoire-Géographie 2de Collection 2019 ,548,,,
eleve,,1ere,Histoire-Géographie-EMC,lelivrescolaire,55469206,Histoire-Géographie-EMC - 1re Techno Collection 2021 ,254,,,
eleve,,1ere,géographie,lelivrescolaire,46837969,Géographie 1re Collection 2019 ,330,,,
eleve,,1ere,Histoire,lelivrescolaire,46838386,Histoire 1re Collection 2019 ,404,,,
eleve,,1ere,Histoire-Géographie-EMC,lelivrescolaire,53511871,Histoire-Géographie 1re Collection 2019 ,582,,,
eleve,,terminale,géographie,lelivrescolaire,46836993,Géographie Terminale Collection 2020 ,334,,,
eleve,,terminale,Histoire,lelivrescolaire,46837544,Histoire Terminale Collection 2020 ,420,,,
eleve,,terminale,Histoire-Géographie-EMC,lelivrescolaire,53511519,Histoire-Géographie Terminale Collection 2020 ,598,,,
eleve,,2nd,Histoire-Géographie-EMC,lelivrescolaire,59814512,Histoire-Géographie-EMC 2de Bac Pro Collection 2023 ,156,,,
eleve,,1ere,Histoire-Géographie-EMC,lelivrescolaire,55468895,Histoire-Géographie-EMC 1re Bac Pro Collection 2021 ,156,,,
eleve,,1ere,Histoire-Géographie-EMC,lelivrescolaire,55468510,Histoire-Géographie-EMC 1re Bac Pro - Cahier Collection 2021 ,156,,,
eleve,,terminale,Histoire-Géographie-EMC,lelivrescolaire,55469326,Histoire-Géographie-EMC Terminale Bac Pro ,156,,,
eleve,,terminale,Histoire-Géographie-EMC,lelivrescolaire,55469471,Histoire-Géographie-EMC Terminale Bac Pro - Cahier Collection 2021 ,156,,,
eleve,,2nd,ses,lelivrescolaire,57870946,SES 2de - 2022 Collection 2022 ,168,,,
eleve,,2nd,ses,lelivrescolaire,48884652,SES 2de Collection 2019 ,168,,,
eleve,,2nd,ses,lelivrescolaire,48883765,SES 2de - Fichier d'activités Collection 2019 ,93,,,
eleve,,1ere,ses,lelivrescolaire,48884289,SES 1re Spécialité Collection 2019 ,358,,,
eleve,,terminale,philo,lelivrescolaire,48882667,Philosophie Terminale Collection 2020 ,425,,,
eleve,,6e,anglais,lelivrescolaire,52310787,Anglais 6e Collection 2017 ,172,,,
eleve,,6e,anglais,lelivrescolaire,52311608,Anglais 6e - Cahier d'activités Collection 2017 ,142,,,
eleve,,5e,anglais,lelivrescolaire,52310511,Anglais 5e Collection 2017 ,184,,,
eleve,,5e,anglais,lelivrescolaire,52311132,Anglais 5e - Cahier d'activités Collection 2017 ,142,,,
eleve,,4e,anglais,lelivrescolaire,52310540,Anglais 4e Collection 2017 ,184,,,
eleve,,4e,anglais,lelivrescolaire,52311159,Anglais 4e - Cahier d'activités Collection 2017 ,142,,,
eleve,,3e,anglais,lelivrescolaire,52310239,Anglais 3e Collection 2017 ,184,,,
eleve,,3e,anglais,lelivrescolaire,52311052,Anglais 3e - Cahier d'activités Collection 2017 ,142,,,
eleve,,cycle ,anglais,lelivrescolaire,55470780,Anglais Cycle 4 Collection 2017 ,308,,,
eleve,,2nd,anglais,lelivrescolaire,48452958,Anglais 2de Collection 2019 ,286,,,
eleve,,2nd,anglais,lelivrescolaire,55470637,Anglais 2de - Cahier d'activités Collection 2019 ,119,,,
eleve,,1ere,anglais,lelivrescolaire,48452679,Anglais 1re Collection 2019 ,286,,,
eleve,,1ere,anglais,lelivrescolaire,55470541,Anglais 1re - Cahier d'activités Collection 2019 ,119,,,
eleve,,terminale,anglais,lelivrescolaire,48452069,Anglais Terminale Collection 2020 ,286,,,
eleve,,terminale,anglais,lelivrescolaire,55470419,Anglais Terminale - Cahier d'activités Collection 2020 ,117,,,
eleve,,5e,espagnol,lelivrescolaire,52665671,Espagnol 5e Collection 2017 ,167,,,
eleve,,5e,espagnol,lelivrescolaire,55471299,Espagnol 5e - Cahier d'activités Collection 2017 ,77,,,
eleve,,4e,espagnol,lelivrescolaire,52374074,Espagnol 4e Collection 2017 ,167,,,
eleve,,4e,espagnol,lelivrescolaire,55471093,Espagnol 4e - Cahier d'activités Collection 2017 ,77,,,
eleve,,3e,espagnol,lelivrescolaire,52374471,Espagnol 3e Collection 2017 ,166,,,
eleve,,3e,espagnol,lelivrescolaire,55471011,Espagnol 3e - Cahier d'activités Collection 2017 ,77,,,
eleve,,cycle ,espagnol,lelivrescolaire,52665374,Espagnol Cycle 4 Collection 2017 ,292,,,
eleve,,2nd,espagnol,lelivrescolaire,48883618,Espagnol 2de Collection 2019 ,287,,,
eleve,,2nd,espagnol,lelivrescolaire,48883299,Espagnol 2de - Cahier d'activités Collection 2019 ,119,,,
eleve,,1ere,espagnol,lelivrescolaire,48883282,Espagnol 1re Collection 2019 ,287,,,
eleve,,1ere,espagnol,lelivrescolaire,48883198,Espagnol 1re - Cahier d'activités Collection 2019 ,119,,,
eleve,,terminale,espagnol,lelivrescolaire,48882409,Espagnol Terminale Collection 2020 ,287,,,
eleve,,terminale,espagnol,lelivrescolaire,48882198,Espagnol Terminale - Cahier d'activités Collection 2020 ,119,,,
eleve,,4e,maths,lelivrescolaire,37973719,Mathématiques 4e - 2022 Collection 2022 ,290,,,
eleve,,4e,maths,lelivrescolaire,51569759,Mathématiques 4e - Cahier d'exercices - 2022 ,122,,,
eleve,,3e,maths,lelivrescolaire,52664503,Mathématiques 3e - 2021 Collection 2021 ,303,,,
eleve,,3e,maths,lelivrescolaire,56294925,Mathématiques 3e - Cahier d'exercices - 2021 Collection 2021 ,110,,,
eleve,,1ere,maths,lelivrescolaire,58096989,Enseignement mathématique 1re Collection 2022 ,139,,,
eleve,,6e,maths,lelivrescolaire,52666783,Mathématiques 6e Collection 2016 ,223,,,
eleve,,cycle ,maths,lelivrescolaire,52666727,Mathématiques Cycle 4 Collection 2016 ,443,,,
eleve,,2nd,maths,lelivrescolaire,40796670,Mathématiques 2de Collection 2019 ,335,,,
eleve,,1ere,maths,lelivrescolaire,55469486,Mathématiques 1re Techno Collection 2021 ,278,,,
eleve,,1ere,maths,lelivrescolaire,40796653,Mathématiques 1re Spécialité Collection 2019 ,352,,,
eleve,,terminale,maths,lelivrescolaire,40795552,Mathématiques Expertes Terminale Collection 2020 ,238,,,
eleve,,terminale,maths,lelivrescolaire,40796336,Mathématiques Terminale Spécialité Collection 2020 ,451,,,
eleve,,2nd,maths,lelivrescolaire,62914725,Mathématiques 2de Bac Pro Collection 2023 ,157,,,
eleve,,terminale,maths,lelivrescolaire,55470005,Mathématiques Terminale Bac Pro Collection 2021 ,154,,,
eleve,,terminale,maths,lelivrescolaire,55469846,Mathématiques Terminale Bac Pro - Cahier Collection 2021 ,170,,,
eleve,,5e,Physique-chimie,lelivrescolaire,52665988,Physique-Chimie 5e Collection 2017 ,204,,,
eleve,,4e,Physique-chimie,lelivrescolaire,52666128,Physique-Chimie 4e Collection 2017 ,222,,,
eleve,,3e,Physique-chimie,lelivrescolaire,52665860,Physique-Chimie 3e Collection 2017 ,244,,,
eleve,,cycle ,Physique-chimie,lelivrescolaire,52666318,Physique-Chimie Cycle 4 Collection 2017 ,442,,,
eleve,,2nd,Physique-chimie,lelivrescolaire,41517589,Physique-Chimie 2de Collection 2019 ,338,,,
eleve,,1ere,Physique-chimie,lelivrescolaire,45550082,Physique-Chimie 1re Spécialité Collection 2019 ,415,,,
eleve,,terminale,Physique-chimie,lelivrescolaire,45549548,Physique-Chimie Terminale Spécialité Collection 2020 ,635,,,
eleve,,5e,svt,lelivrescolaire,55471829,SVT 5e Collection 2017 ,184,,,
eleve,,4e,svt,lelivrescolaire,55471715,SVT 4e Collection 2017 ,182,,,
eleve,,3e,svt,lelivrescolaire,55471020,SVT 3e Collection 2017 ,196,,,
eleve,,cycle ,svt,lelivrescolaire,55471488,SVT Cycle 4 Collection 2017 ,432,,,
eleve,,2nd,svt,lelivrescolaire,45866264,SVT 2de Collection 2019 ,300,,,
eleve,,1ere,Enseignement-scientifique,lelivrescolaire,48453088,Enseignement scientifique 1re Collection 2019 ,285,,,
eleve,,terminale,Enseignement-scientifique,lelivrescolaire,48452499,Enseignement scientifique Terminale Collection 2020 ,279,,,
eleve,,2nd,snt,lelivrescolaire,49696184,SNT 2de Collection 2021 ,188,,,
eleve,,2nd,snt,lelivrescolaire,49696327,SNT 2de - Cahier d’activités Collection 2021 ,92,,,
eleve,,terminale,PSE,lelivrescolaire,55470238,PSE 1re-Terminale Bac Pro Collection 2021 ,234,,,
,,,,,,,,,,
eleve,lycee,2nd,maths,sesamath,cah2nde_2022,Livret 2de Édition 2022,,,,
eleve,lycee,1ere,maths,sesamath,cah1ere_ens_sci_2022,Cahier 1ère Ens. Scientifique Édition 2022,,,,
eleve,lycee,1ere/terminale,maths,sesamath,cah1ere_tle_spe_2022,Livret 1ère / Tle Ens. SpécialitéÉdition 2022,,,,
eleve,lycee,2nd,maths,sesamath,ms2_2019,Manuel 2de Édition 2019,,,,
eleve,lycee,1ere,maths,sesamath,ms1spe_2019,Manuel 1re Spé. Édition 2019,,,,
eleve,lycee,terminale,maths,sesamath,mstsspe_2020,Manuel Tle Ens. Spécialité Édition 2020,,,,
eleve,lycee,terminale,maths,sesamath,mstscomp_2020,Manuel Tle Complémentaires Édition 2020,,,,
eleve,lycee,expertes,maths,sesamath,mstsexp_2020,Manuel Tle Expertes Édition 2020,,,,
eleve,lycee,professionnelles,maths,sesamath,cslp2_2014,Cahier 2de Professionnelle,,,,
eleve,lycee,2nd,maths,sesamath,ms2_2014,Manuel 2de Édition 2014,,,,
eleve,lycee,1ere,maths,sesamath,ms1s_2015,Manuel 1re S Édition 2015,,,,
eleve,lycee,terminale,maths,sesamath,mstsobl_2016,Manuel Tle S Ens. Obligatoire Édition 2016,,,,
eleve,lycee,terminale,maths,sesamath,mstsspe_2016,Manuel Tle S Ens. Spécialité Édition 2016,,,,
eleve,college,6e,maths,sesamath,ms6_2013,Manuel 6e Édition 2013,,,,
eleve,college,5e,maths,sesamath,ms5_2010,Manuel 5e Édition 2010,,,,
eleve,college,4e,maths,sesamath,ms4_2011,Manuel 4e Édition 2011,,,,
eleve,college,3e,maths,sesamath,ms3_2012,Manuel 3e Édition 2012,,,,
eleve,college,cycle ,maths,sesamath,cycle4_2016,Manuel Cycle 4 Édition 2016,,,,
eleve,college,6e,maths,sesamath,ms6_2009,Manuel 6e Édition 2009,,,,
eleve,college,5e,maths,sesamath,ms5_2006,Manuel 5e Édition 2006,,,,
eleve,college,4e,maths,sesamath,ms4_2007,Manuel 4e Édition 2007,,,,
eleve,college,3e,maths,sesamath,ms3_2008,Manuel 3e Édition 2008,,,,
eleve,college,6e,maths,sesamath,cm6_2021,Cahier 6e Édition 2021,,,,
eleve,college,5e,maths,sesamath,cm5_2021,Cahier 5e Édition 2021,,,,
eleve,college,4e,maths,sesamath,cm4_2021,Cahier 4e Édition 2021,,,,
eleve,college,3e,maths,sesamath,cm3_2021,Cahier 3e Édition 2021,,,,
eleve,college,6e,maths,sesamath,cm6_2017,Cahier 6e Édition 2017,,,,
eleve,college,5e,maths,sesamath,cm5_2017,Cahier 5e Édition 2017,,,,
eleve,college,4e,maths,sesamath,cm4_2017,Cahier 4e Édition 2017,,,,
eleve,college,3e,maths,sesamath,cm3_2017,Cahier 3e Édition 2017,,,,
eleve,primaire,CM2,maths,sesamath,cscm2_2012,Cahier CM2 Édition 2012,,,,
eleve,college,6e,maths,sesamath,cm6_2015,Cahier 6e Édition 2015,,,,
eleve,college,5e,maths,sesamath,cm5_2010,Cahier 5e Édition 2010 Colorisé en 2015,,,,
eleve,college,4e,maths,sesamath,cm4_2011,Cahier 4e Édition 2011 Colorisé en 2015,,,,
eleve,college,3e,maths,sesamath,cm3_2012,Cahier 3e Édition 2012 Colorisé en 2015,,,,
eleve,college,6e,maths,sesamath,cm6_2009,Cahier 6e Édition 2009,,,,
eleve,college,3e,maths,sesamath,cm4_2007,Cahier 3e Édition 2008,,,,
eleve,college,4e,maths,sesamath,cm3_2008,Cahier 4e Édition 2007,,,,
,,,,,,,,,,
,,,,magnard,9782210113183,Anglais Hit the Road 1re (Ed. num. 2023),https://www.libmanuels.fr/demo/9782210113183/specimen/0?title=Anglais%20Hit%20the%20Road%201re%20(Ed.%20num.%202023)&editor=Magnard,"9782210113183 [1, 3, 4, 5, 6, 7, 8, 9]",,
,,,,magnard,9782210118522,Fichier SES 2de 2023,https://www.libmanuels.fr/demo/9782210118522/specimen/0?title=Fichier%20SES%202de%202023&editor=Magnard,"9782210118522 [1, 2, 3]",,
,,,,magnard,9782210117877,Géographie 2de - coll. ActuGéo (2023),https://www.libmanuels.fr/demo/9782210117877/specimen/0?title=G%C3%A9ographie%202de%20-%20coll.%20ActuG%C3%A9o%20(2023)&editor=Magnard,"9782210117877 [1, 2, 3]",,
,,,,magnard,9782210118003,Hit the Road! Anglais 2de (2023),https://www.libmanuels.fr/demo/9782210118003/specimen/0?title=Hit%20the%20Road!%20Anglais%202de%20(2023)&editor=Magnard,"9782210118003 [1, 2, 3, 4, 5]",,
,,,,magnard,9782210118249,Maths 1re Enseignement scientifique (2023),https://www.libmanuels.fr/demo/9782210118249/specimen/0?title=Maths%201re%20Enseignement%20scientifique%20(2023)&editor=Magnard,"9782210118249 [1, 2, 3]",,
,,,,magnard,9782210118331,Maths 2de (2023),https://www.libmanuels.fr/demo/9782210118331/specimen/0?title=Maths%202de%20(2023)&editor=Magnard,"9782210118331 [1, 2]",,
,,,,magnard,9782210114579,Sciences économiques et sociales SES Tle (Ed. num. 2023),https://www.libmanuels.fr/demo/9782210114579/specimen/0?title=Sciences%20%C3%A9conomiques%20et%20sociales%20SES%20Tle%20(Ed.%20num.%202023)&editor=Magnard,"9782210114579 [1, 2, 3, 4, 5, 6, 7, 8, 9]",,
,,,,magnard,9782210115989,Anglais Hit the Road  1re,https://www.libmanuels.fr/demo/9782210115989/specimen/0?title=Anglais%20Hit%20the%20Road%20%201re/Tle%20S%C3%A9ries%20Technologiques%20(Ed.%20num.%202022)&editor=Magnard&pages=1-21,"9782210115989 [1, 2]",,
,,,,magnard,9782210114029,Anglais Hit the Road Tle (Ed. num. 2023),https://www.libmanuels.fr/demo/9782210114029/specimen/0?title=Anglais%20Hit%20the%20Road%20Tle%20(Ed.%20num.%202023)&editor=Magnard,"9782210114029 [1, 2, 3, 4, 5, 6, 7, 8, 9]",,
,,,,magnard,9782210116948,Cahier Grevisse Français 1re (2022),https://www.libmanuels.fr/demo/9782210116948/specimen/0?title=Cahier%20Grevisse%20Fran%C3%A7ais%201re%20(2022)&editor=Magnard&pages=1-11,9782210116948 [1],,
,,,,magnard,9782210116917,Cahier Grevisse Français 2de (2022),https://www.libmanuels.fr/demo/9782210116917/specimen/0?title=Cahier%20Grevisse%20Fran%C3%A7ais%202de%20(2022)&editor=Magnard&pages=1-17,9782210116917 [1],,
,,,,magnard,9782210117433,Cahier Grevisse Français 2de,https://www.libmanuels.fr/demo/9782210117433/specimen/0?title=Cahier%20Grevisse%20Fran%C3%A7ais%202de%20/%201re%20(2022)&editor=Magnard&pages=1-17,9782210117433 [1],,
,,,,magnard,9782210113176,Empreintes littéraires 1re (Ed. num. 2022),https://www.libmanuels.fr/demo/9782210113176/specimen/0?title=Empreintes%20litt%C3%A9raires%201re%20(Ed.%20num.%202022)&editor=Magnard&pages=1-17;92-127,"9782210113176 [1, 2, 3, 4, 5, 6, 7, 8, 9]",,
,,,,magnard,9782210113169,Empreintes littéraires 2de (Ed. num. 2022),https://www.libmanuels.fr/demo/9782210113169/specimen/0?title=Empreintes%20litt%C3%A9raires%202de%20(Ed.%20num.%202022)&editor=Magnard&pages=1-17;68-95,"9782210113169 [1, 2, 3, 4, 5, 6, 7, 8]",,
,,,,magnard,9782210115842,Empreintes littéraires Français 1re (Ed. num. 2022) - Cahier consommable,https://www.libmanuels.fr/demo/9782210115842/specimen/0?title=Empreintes%20litt%C3%A9raires%20Fran%C3%A7ais%201re%20(Ed.%20num.%202022)%20-%20Cahier%20consommable&editor=Magnard&pages=1-27,"9782210115842 [1, 2, 3]",,
,,,,magnard,9782210115866,Empreintes littéraires Français 2de (Ed. num. 2022) - Cahier consommable,https://www.libmanuels.fr/demo/9782210115866/specimen/0?title=Empreintes%20litt%C3%A9raires%20Fran%C3%A7ais%202de%20(Ed.%20num.%202022)%20-%20Cahier%20consommable&editor=Magnard&pages=1-19;28-29;74-75;98-99,"9782210115866 [1, 2, 3]",,
